date,user_id,monthly_income,monthly_expense_total,savings_rate,budget_goal,financial_scenario,credit_score,debt_to_income_ratio,loan_payment
2020-01-26,1587,5040.93,3350.26,0.21,3111.74,recession,708.0,0.43,760.56
2020-02-25,1029,2498.07,3418.06,0.2,2581.18,inflation,681.0,0.29,403.3
2020-03-26,1924,3314.49,2616.74,0.12,2834.98,inflation,668.0,0.12,906.75
2020-04-25,1066,3804.27,2920.26,0.09,3017.68,recession,638.0,0.32,772.03
2020-05-25,1605,3942.37,4078.75,0.32,3336.25,normal,718.0,0.53,690.54
2020-06-24,1528,3509.23,1976.53,0.18,2721.05,normal,674.0,0.32,187.8
2020-07-24,1252,5186.4,3313.47,0.34,2842.88,recession,633.0,0.3,858.02
2020-08-23,1306,2162.05,4840.09,0.3,3477.9,recession,626.0,0.4,501.73
2020-09-22,1251,3451.67,2081.86,0.34,2485.6,recession,681.0,0.22,621.69
2020-10-22,1718,3212.02,3857.04,0.35,2961.51,inflation,663.0,0.5,497.59
2020-11-21,1945,4015.48,2304.72,0.09,3023.05,normal,580.0,0.48,725.06
2020-12-21,1278,3666.66,3711.48,0.19,2365.41,recession,669.0,0.57,181.24
2021-01-20,1482,3989.76,903.28,0.21,3067.23,inflation,698.0,0.35,454.33
2021-02-19,1874,1533.84,3622.3,0.23,3438.26,normal,667.0,0.23,565.34
2021-03-21,1115,5395.68,3656.6,0.1,2801.69,normal,673.0,0.18,584.69
2021-04-20,1713,5064.66,2634.9,0.33,2879.74,normal,666.0,0.19,588.41
2021-05-20,1540,2556.47,2812.86,0.13,3929.76,recession,636.0,0.31,708.7
2021-06-19,1382,1949.72,3154.76,0.16,3199.38,normal,571.0,0.48,902.18
2021-07-19,1586,3633.4,2973.05,0.14,2713.93,normal,668.0,0.29,261.2
2021-08-18,1719,5471.78,1498.72,0.11,2378.91,inflation,696.0,0.55,519.78
2021-09-17,1588,4551.86,2345.05,0.22,2186.93,normal,711.0,0.11,511.6
2021-10-17,1279,3550.85,2607.99,0.32,2261.81,normal,716.0,0.39,593.65
2021-11-16,1424,3406.61,1878.88,0.22,2730.24,recession,722.0,0.38,413.46
2021-12-16,1853,3462.58,3017.41,0.12,3034.22,inflation,699.0,0.42,652.12
2022-01-15,1199,3659.97,2801.27,0.25,3232.5,normal,630.0,0.1,445.12
2022-02-14,1959,3842.98,3322.65,0.29,3413.11,normal,665.0,0.26,433.77
2022-03-16,1279,3223.75,1694.9,0.33,2570.46,inflation,655.0,0.11,167.0
2022-04-15,1168,4300.2,3057.07,0.33,2273.71,recession,664.0,0.29,352.09
2022-05-15,1176,4366.82,1838.24,0.2,3144.45,inflation,676.0,0.59,395.75
2022-06-14,1949,3735.8,3957.68,0.32,3734.75,normal,690.0,0.29,539.82
2022-07-14,1171,3072.24,3338.23,0.36,2300.1,normal,640.0,0.31,330.12
2022-08-13,1714,3742.93,2513.37,0.26,3179.15,inflation,643.0,0.52,318.37
2022-09-12,1654,2418.64,2258.62,0.32,2679.51,recession,614.0,0.1,424.5
2022-10-12,1082,3989.81,2400.21,0.35,3080.67,normal,741.0,0.27,586.66
2022-11-11,1997,4196.79,3668.42,0.27,2891.74,recession,729.0,0.58,49.07
2022-12-11,1169,4290.13,3487.21,0.05,2711.37,inflation,663.0,0.59,458.92
2023-01-10,1399,4150.27,2021.29,0.17,2959.33,normal,681.0,0.31,462.13
2023-02-09,1134,3501.21,4399.76,0.29,2832.87,inflation,724.0,0.19,568.3
2023-03-11,1121,4145.43,2592.74,0.19,2467.64,inflation,635.0,0.28,444.85
2023-04-10,1037,3421.48,3796.62,0.05,2555.16,normal,715.0,0.58,427.76
2023-05-10,1251,2695.8,3326.55,0.23,2571.33,inflation,646.0,0.28,727.66
2023-06-09,1020,5407.44,4930.48,0.37,3287.49,recession,663.0,0.49,523.72
2023-07-09,1264,3799.96,2805.6,0.3,2303.62,normal,680.0,0.23,620.46
2023-08-08,1341,4895.09,2957.16,0.15,2389.18,recession,599.0,0.37,652.8
2023-09-07,1442,4766.88,4324.96,0.12,3764.44,recession,586.0,0.33,519.27
2023-10-07,1260,4598.12,4700.46,0.1,3017.97,recession,634.0,0.17,751.03
2023-11-06,1924,4760.77,2188.63,0.32,2455.71,recession,663.0,0.11,491.41
2019-01-01,1819,3635.83,3067.73,0.11,3131.99,normal,626.0,0.54,508.12
2019-01-31,1478,2733.02,3121.64,0.18,2019.2,normal,669.0,0.6,664.38
2019-03-02,1837,3658.36,3372.77,0.27,2680.35,normal,676.0,0.51,449.01
2019-04-01,1762,4002.16,1710.64,0.38,3210.41,normal,661.0,0.16,230.83
2019-05-01,1682,3977.34,2827.05,0.14,2761.8,recession,716.0,0.27,558.88
2019-05-31,1397,4254.4,1207.37,0.25,3373.82,normal,680.0,0.13,569.19
2019-06-30,1873,3361.32,1403.25,0.29,3316.72,inflation,772.0,0.11,1059.09
2019-07-30,1345,3330.45,3342.94,0.29,3418.93,recession,813.0,0.31,662.7
2019-08-29,1030,2905.47,4065.73,0.39,2433.2,normal,616.0,0.3,469.58
2019-09-28,1661,3247.54,2924.49,0.19,2637.44,normal,726.0,0.6,288.21
2019-10-28,1264,5270.31,2463.85,0.25,3141.09,normal,699.0,0.22,746.89
2019-11-27,1891,5156.83,3422.85,0.18,3144.24,normal,665.0,0.29,597.49
2019-12-27,1718,4533.02,1986.53,0.06,3838.57,normal,687.0,0.47,296.74
2020-01-26,1562,3704.46,2639.58,0.07,3431.52,recession,681.0,0.21,564.8
2020-02-25,1618,2461.89,2001.98,0.21,2506.49,recession,672.0,0.15,975.97
2020-03-26,1325,3193.44,3294.84,0.39,2294.64,normal,773.0,0.3,635.95
2020-04-25,1023,4493.74,2518.77,0.17,2045.48,recession,632.0,0.16,550.48
2020-05-25,1286,5753.34,3238.35,0.38,2607.6,normal,682.0,0.26,487.83
2020-06-24,1080,1118.44,3639.95,0.06,2897.2,normal,578.0,0.25,732.81
2020-07-24,1023,5855.6,4442.22,0.27,2154.22,recession,656.0,0.17,308.5
2020-08-23,1545,4132.73,3577.41,0.38,1934.72,inflation,727.0,0.14,840.14
2020-09-22,1211,4312.17,2800.36,0.35,2351.69,recession,702.0,0.29,517.61
2020-10-22,1180,4083.51,1994.34,0.07,3024.39,normal,674.0,0.5,102.63
2020-11-21,1056,3301.09,1601.81,0.26,3028.42,inflation,676.0,0.3,575.11
2020-12-21,1060,3416.59,4025.71,0.06,2672.23,recession,742.0,0.38,302.39
2021-01-20,1941,3732.11,3631.83,0.22,2719.66,normal,667.0,0.57,886.41
2021-02-19,1375,3787.19,2779.63,0.06,2876.58,recession,687.0,0.31,611.43
2021-03-21,1715,826.36,3322.15,0.36,2206.97,recession,610.0,0.19,855.85
2021-04-20,1899,4037.48,4470.87,0.35,2176.18,inflation,607.0,0.38,347.79
2021-05-20,1808,4352.97,3363.07,0.18,2907.32,inflation,752.0,0.59,385.0
2021-06-19,1242,3857.32,2481.91,0.05,3051.46,normal,673.0,0.24,471.35
2021-07-19,1756,3976.54,3184.21,0.25,3060.25,inflation,638.0,0.28,600.64
2021-08-18,1236,2716.43,2427.56,0.23,3153.9,recession,699.0,0.59,530.68
2021-09-17,1632,4971.84,3404.51,0.11,3803.92,inflation,710.0,0.54,525.34
2021-10-17,1920,2598.41,4365.72,0.05,2220.0,normal,636.0,0.28,928.42
2021-11-16,1421,3737.62,2117.58,0.25,4248.53,normal,606.0,0.3,474.48
2021-12-16,1458,2791.22,3963.88,0.22,2721.29,normal,616.0,0.13,363.32
2022-01-15,1073,3525.79,2509.28,0.38,3003.38,normal,750.0,0.26,789.92
2022-02-14,1796,3538.65,2538.87,0.05,3694.37,normal,667.0,0.18,494.42
2022-03-16,1479,5984.12,3374.13,0.34,2858.98,normal,676.0,0.14,927.83
2022-04-15,1553,4143.98,3935.73,0.37,2836.54,normal,626.0,0.13,395.4
2022-05-15,1816,3996.81,2217.87,0.2,2595.98,inflation,644.0,0.11,404.71
2022-06-14,1494,3925.45,2200.28,0.28,3076.24,inflation,700.0,0.29,411.02
2022-07-14,1980,2415.69,3040.38,0.31,2877.84,inflation,738.0,0.12,425.88
2022-08-13,1812,4345.86,4226.75,0.37,2943.24,recession,666.0,0.45,648.88
2022-09-12,1626,3167.23,4907.5,0.17,3214.17,inflation,705.0,0.19,331.45
2022-10-12,1426,3667.84,3268.22,0.33,2887.99,inflation,636.0,0.51,1006.86
2022-11-11,1526,4691.35,2418.36,0.3,2610.73,inflation,718.0,0.55,381.63
2022-12-11,1701,3408.84,3743.66,0.38,3649.06,normal,676.0,0.19,618.18
2023-01-10,1264,2382.08,1619.76,0.16,2308.48,recession,679.0,0.37,445.71
2023-02-09,1209,2672.05,3614.9,0.35,2327.68,normal,623.0,0.25,446.73
2023-03-11,1176,2968.03,2454.77,0.1,2936.19,normal,653.0,0.49,524.08
2023-04-10,1407,3190.22,4304.22,0.18,2931.15,normal,639.0,0.11,577.94
2023-05-10,1783,3764.6,3619.57,0.22,2800.92,recession,653.0,0.26,654.73
2023-06-09,1433,2661.13,2019.9,0.08,2226.18,normal,712.0,0.39,552.42
2023-07-09,1116,3355.81,1753.15,0.1,2842.88,normal,693.0,0.18,402.8
2023-08-08,1309,3757.85,3208.4,0.36,2481.69,normal,682.0,0.12,510.76
2023-09-07,1921,3305.48,3667.31,0.34,2968.81,normal,688.0,0.39,601.18
2023-10-07,1340,5433.69,2753.66,0.07,2053.35,normal,681.0,0.26,547.88
2023-11-06,1103,3993.72,3079.16,0.1,3330.02,normal,660.0,0.12,615.86
2019-01-01,1230,4456.07,2530.98,0.33,1668.02,normal,781.0,0.23,546.3
2019-01-31,1890,4598.81,4402.53,0.26,2887.66,recession,722.0,0.22,335.82
2019-03-02,1348,3967.48,4154.02,0.25,2118.33,normal,650.0,0.23,740.32
2019-04-01,1050,3710.06,3726.19,0.31,2109.71,normal,756.0,0.13,249.52
2019-05-01,1335,3468.29,3518.16,0.3,3493.07,normal,643.0,0.28,620.38
2019-05-31,1542,1596.51,2085.66,0.21,3378.62,inflation,742.0,0.57,302.47
2019-06-30,1984,4085.94,3449.51,0.35,2936.09,normal,698.0,0.22,674.05
2019-07-30,1034,3880.74,3054.91,0.11,2444.3,inflation,698.0,0.37,630.2
2019-08-29,1655,5089.88,3012.55,0.34,3143.18,normal,745.0,0.52,153.44
2019-09-28,1573,3669.75,3842.72,0.21,3079.28,normal,643.0,0.56,531.91
2019-10-28,1847,4190.52,4255.47,0.12,2765.0,normal,695.0,0.51,279.63
2019-11-27,1424,4160.5,3810.28,0.11,1859.05,normal,621.0,0.26,374.98
2019-12-27,1173,6406.73,2085.38,0.3,2600.22,inflation,705.0,0.17,418.28
2020-01-26,1918,3907.04,3703.17,0.27,3478.79,normal,691.0,0.17,724.76
2020-02-25,1589,3868.2,2228.21,0.06,3671.15,normal,661.0,0.49,776.42
2020-03-26,1274,5263.09,3299.5,0.31,1664.8,normal,684.0,0.23,599.35
2020-04-25,1922,1830.45,3499.35,0.13,2932.96,inflation,708.0,0.26,555.32
2020-05-25,1529,4708.46,3533.97,0.37,2535.78,normal,697.0,0.36,783.58
2020-06-24,1598,3568.59,3014.16,0.25,2283.25,recession,675.0,0.35,767.24
2020-07-24,1468,4151.57,4170.8,0.3,2914.36,normal,603.0,0.53,752.54
2020-08-23,1495,3221.83,3821.01,0.21,2761.45,normal,709.0,0.51,889.38
2020-09-22,1938,4161.1,4723.76,0.24,2600.89,normal,712.0,0.21,323.51
2020-10-22,1083,4504.36,3433.1,0.29,3309.33,normal,643.0,0.31,673.7
2020-11-21,1903,3308.17,3768.77,0.11,3172.0,inflation,641.0,0.12,472.27
2020-12-21,1040,4172.19,2723.57,0.18,2552.8,inflation,725.0,0.1,395.28
2021-01-20,1248,4007.61,3328.15,0.18,2459.79,recession,674.0,0.45,484.39
2021-02-19,1897,4140.4,2319.06,0.28,2127.61,normal,687.0,0.22,413.83
2021-03-21,1059,3388.47,3685.62,0.2,2599.05,recession,598.0,0.17,593.87
2021-04-20,1247,4168.96,1741.8,0.22,3065.08,recession,697.0,0.22,397.98
2021-05-20,1166,3307.47,2863.66,0.15,3004.1,normal,767.0,0.2,691.94
2021-06-19,1646,3968.25,2563.71,0.11,2079.96,recession,747.0,0.51,452.51
2021-07-19,1650,3333.33,1497.29,0.2,3327.99,normal,580.0,0.48,650.2
2021-08-18,1075,4174.09,2568.25,0.11,2400.17,normal,754.0,0.42,379.43
2021-09-17,1211,2388.2,2203.69,0.36,3870.71,normal,702.0,0.6,521.3
2021-10-17,1572,4672.84,3412.94,0.29,3249.47,normal,675.0,0.53,360.24
2021-11-16,1659,3565.41,3692.28,0.06,3132.17,recession,666.0,0.35,482.65
2021-12-16,1136,1812.45,2667.42,0.12,2338.74,normal,671.0,0.53,470.27
2022-01-15,1351,3646.42,3513.52,0.3,3117.89,recession,677.0,0.19,576.39
2022-02-14,1289,6760.38,3027.02,0.15,2402.42,normal,672.0,0.26,658.54
2022-03-16,1631,4919.85,3837.39,0.12,2045.35,recession,668.0,0.34,673.47
2022-04-15,1333,3631.22,2872.3,0.2,2567.06,inflation,656.0,0.28,613.64
2022-05-15,1399,3557.06,4233.83,0.28,3190.36,recession,716.0,0.57,526.35
2022-06-14,1293,5208.51,3282.4,0.23,2826.45,normal,681.0,0.45,824.91
2022-07-14,1175,2562.91,3346.14,0.17,2508.7,normal,718.0,0.34,604.48
2022-08-13,1520,3658.63,2078.66,0.24,2830.27,normal,756.0,0.46,295.21
2022-09-12,1392,5198.04,4072.54,0.12,3192.61,recession,708.0,0.14,323.62
2022-10-12,1373,4764.91,3517.07,0.33,2818.2,inflation,671.0,0.26,553.46
2022-11-11,1493,4903.91,4430.98,0.15,2181.01,recession,658.0,0.12,353.86
2022-12-11,1134,4813.44,4016.0,0.16,2977.31,normal,656.0,0.43,562.97
2023-01-10,1138,2402.06,3653.49,0.12,3262.63,normal,635.0,0.38,476.82
2023-02-09,1416,2543.0,2195.33,0.27,2712.94,inflation,655.0,0.51,263.09
2023-03-11,1331,4780.41,3678.12,0.4,3063.31,normal,651.0,0.11,400.64
2023-04-10,1055,4315.96,4008.46,0.25,2716.62,normal,649.0,0.42,439.01
2023-05-10,1083,4288.78,2833.42,0.32,3417.75,normal,662.0,0.4,392.28
2023-06-09,1868,4009.44,3236.55,0.1,3112.39,recession,670.0,0.41,672.61
2023-07-09,1434,4446.02,2300.56,0.16,2752.25,normal,686.0,0.26,674.53
2023-08-08,1370,1117.36,1329.43,0.25,3901.15,normal,758.0,0.31,574.36
2023-09-07,1201,3982.86,3612.94,0.4,2743.04,normal,670.0,0.57,477.46
2023-10-07,1698,3798.38,2189.73,0.24,3649.27,recession,707.0,0.28,352.71
2023-11-06,1253,3540.81,3080.81,0.09,2182.71,normal,591.0,0.55,493.2
2019-01-01,1352,4559.39,2823.23,0.2,2840.67,recession,724.0,0.27,581.49
2019-01-31,1431,3630.76,1650.04,0.1,3668.85,normal,689.0,0.44,326.46
2019-03-02,1314,3752.85,3125.99,0.28,2904.43,inflation,721.0,0.46,469.88
2019-04-01,1282,5225.13,5430.47,0.25,2985.72,normal,683.0,0.41,379.78
2019-05-01,1181,3758.86,2818.12,0.3,2520.87,recession,683.0,0.18,343.52
2019-05-31,1504,1906.42,2648.09,0.23,2325.85,inflation,744.0,0.2,564.21
2019-06-30,1305,2959.28,3246.62,0.28,2838.1,inflation,572.0,0.37,269.08
2019-07-30,1114,2620.71,2851.6,0.27,3410.49,normal,603.0,0.32,83.22
2019-08-29,1438,2823.98,1370.53,0.25,2994.82,normal,683.0,0.26,790.96
2019-09-28,1071,3700.95,2040.78,0.11,3534.57,normal,636.0,0.15,608.58
2019-10-28,1633,3545.88,4354.28,0.39,2551.98,normal,628.0,0.36,327.94
2019-11-27,1805,5416.9,2656.43,0.37,2662.77,normal,549.0,0.3,416.53
2019-12-27,1498,4089.24,4604.97,0.25,2460.57,normal,654.0,0.3,660.55
2020-01-26,1739,4492.59,2873.25,0.32,3344.62,normal,624.0,0.13,246.14
2020-02-25,1439,7283.39,693.73,0.15,4010.12,normal,755.0,0.43,660.27
2020-03-26,1716,2721.22,3791.53,0.38,2851.26,inflation,653.0,0.23,224.08
2020-04-25,1511,4081.92,3107.84,0.28,2893.95,normal,601.0,0.51,491.31
2020-05-25,1692,3353.89,2721.3,0.34,2831.99,normal,678.0,0.54,753.89
2020-06-24,1077,5203.61,2637.75,0.08,3089.96,recession,718.0,0.14,781.06
2020-07-24,1195,3120.01,3692.79,0.29,2933.23,recession,743.0,0.32,185.93
2020-08-23,1152,4785.53,3284.21,0.3,2856.58,recession,734.0,0.41,989.86
2020-09-22,1097,4330.46,2068.78,0.11,2362.05,normal,711.0,0.26,828.14
2020-10-22,1744,3222.12,2134.54,0.06,3568.2,inflation,637.0,0.57,819.75
2020-11-21,1385,4223.73,2656.71,0.38,2656.97,normal,679.0,0.28,702.12
2020-12-21,1796,4648.68,2530.9,0.2,3285.67,inflation,684.0,0.35,859.09
2021-01-20,1419,4455.45,2912.47,0.25,2322.28,inflation,699.0,0.34,420.46
2021-02-19,1255,2948.52,2941.63,0.37,2507.79,inflation,775.0,0.54,766.42
2021-03-21,1133,4157.15,3895.79,0.08,3192.36,recession,762.0,0.43,617.78
2021-04-20,1539,5185.59,3419.63,0.39,3413.38,normal,643.0,0.17,345.78
2021-05-20,1191,3612.44,1431.29,0.23,3033.22,inflation,665.0,0.27,638.41
2021-06-19,1046,4419.39,2683.77,0.1,2570.54,normal,614.0,0.39,346.06
2021-07-19,1099,3427.54,3992.41,0.12,3072.07,normal,779.0,0.18,605.25
2021-08-18,1428,4652.2,1910.38,0.1,2867.1,normal,733.0,0.57,738.89
2021-09-17,1157,2568.63,1685.71,0.29,3389.17,normal,698.0,0.38,196.55
2021-10-17,1401,3851.08,2650.81,0.2,2478.42,normal,684.0,0.31,398.24
2021-11-16,1065,3929.27,2579.42,0.1,2718.35,normal,597.0,0.31,558.12
2021-12-16,1918,4401.09,3131.09,0.29,2854.08,recession,671.0,0.55,671.97
2022-01-15,1533,4361.62,3684.98,0.38,3449.26,normal,673.0,0.14,393.36
2022-02-14,1649,4718.26,5019.91,0.27,2940.14,recession,672.0,0.16,729.14
2022-03-16,1846,3873.5,4052.4,0.16,3406.47,inflation,630.0,0.41,804.56
2022-04-15,1060,5168.96,3784.27,0.27,2780.42,normal,696.0,0.36,730.33
2022-05-15,1345,4470.05,2118.36,0.4,3281.43,inflation,701.0,0.19,438.25
2022-06-14,1598,4324.87,1256.24,0.31,2036.12,normal,647.0,0.56,706.14
2022-07-14,1374,5713.69,2053.9,0.18,3266.72,normal,669.0,0.32,582.43
2022-08-13,1910,3271.42,2694.31,0.3,2077.23,normal,687.0,0.42,388.6
2022-09-12,1833,6285.31,2453.77,0.25,2848.22,normal,671.0,0.35,480.79
2022-10-12,1464,3278.96,4461.07,0.32,1875.27,normal,679.0,0.18,211.22
2022-11-11,1158,3633.85,3215.2,0.35,2864.14,normal,678.0,0.29,491.23
2022-12-11,1388,4308.44,3195.17,0.28,2411.45,normal,696.0,0.51,616.57
2023-01-10,1336,2766.09,2554.59,0.18,2507.59,normal,708.0,0.31,530.28
2023-02-09,1003,4031.86,2988.7,0.38,2297.4,inflation,724.0,0.47,841.49
2023-03-11,1666,4800.99,3518.49,0.32,2657.7,normal,724.0,0.33,506.87
2023-04-10,1574,2948.42,3164.4,0.29,3438.33,normal,660.0,0.53,447.89
2023-05-10,1567,3870.98,3712.92,0.27,3487.76,normal,651.0,0.55,404.38
2023-06-09,1992,4200.26,3662.91,0.38,2892.95,recession,736.0,0.6,482.51
2023-07-09,1771,1173.61,2401.41,0.06,3050.65,inflation,624.0,0.48,243.72
2023-08-08,1141,2935.68,1007.42,0.37,3462.66,normal,634.0,0.14,549.68
2023-09-07,1267,3354.92,2615.78,0.4,3568.93,normal,738.0,0.53,272.13
2023-10-07,1599,4682.23,3156.44,0.35,3180.59,recession,568.0,0.54,236.08
2023-11-06,1673,5169.39,2540.26,0.22,3386.44,recession,653.0,0.51,225.26
2019-01-01,1806,5574.38,2789.8,0.27,2541.36,normal,710.0,0.23,660.87
2019-01-31,1683,3425.75,2161.29,0.09,2771.5,inflation,703.0,0.32,240.75
2019-03-02,1705,4331.77,2399.08,0.17,3871.69,normal,733.0,0.31,360.37
2019-04-01,1764,5301.95,3270.09,0.25,2599.15,normal,667.0,0.11,473.21
2019-05-01,1068,6001.48,5495.2,0.26,2680.2,recession,638.0,0.34,549.65
2019-05-31,1221,4360.78,2002.82,0.1,2071.66,recession,742.0,0.44,484.97
2019-06-30,1166,3688.43,2154.1,0.1,2632.02,recession,722.0,0.34,571.46
2019-07-30,1977,5095.78,2996.72,0.39,3353.53,inflation,765.0,0.34,255.18
2019-08-29,1926,3737.22,2710.1,0.06,3080.03,normal,711.0,0.3,454.42
2019-09-28,1616,5145.97,2035.42,0.1,2841.29,normal,693.0,0.48,270.82
2019-10-28,1989,4401.6,2701.36,0.19,2812.68,normal,657.0,0.39,491.03
2019-11-27,1020,4336.52,3222.21,0.22,2512.14,normal,673.0,0.13,523.77
2019-12-27,1750,4495.95,2659.34,0.3,3119.23,inflation,684.0,0.22,721.23
2020-01-26,1698,6342.61,4550.07,0.28,2529.62,normal,627.0,0.27,503.36
2020-02-25,1127,4476.58,2590.74,0.27,1943.46,normal,719.0,0.28,400.97
2020-03-26,1286,3580.69,2853.5,0.18,3095.01,recession,671.0,0.28,698.86
2020-04-25,1647,2914.83,3348.88,0.14,2709.64,normal,604.0,0.41,519.34
2020-05-25,1543,4448.12,2677.72,0.27,2309.8,normal,797.0,0.44,366.82
2020-06-24,1338,5453.26,3040.3,0.1,3010.68,inflation,659.0,0.47,484.84
2020-07-24,1567,4887.93,1865.39,0.23,3381.91,normal,731.0,0.2,539.24
2020-08-23,1750,5058.33,3795.83,0.25,2227.76,normal,614.0,0.23,510.6
2020-09-22,1042,4711.43,3476.18,0.29,2797.13,normal,685.0,0.12,399.6
2020-10-22,1216,3150.61,3013.26,0.09,2485.44,inflation,740.0,0.29,545.09
2020-11-21,1416,4902.58,3205.03,0.25,2664.1,inflation,632.0,0.3,452.67
2020-12-21,1172,2969.58,3243.98,0.32,2754.26,normal,693.0,0.47,614.73
2021-01-20,1163,2742.74,4821.02,0.25,2859.9,inflation,656.0,0.45,524.49
2021-02-19,1463,3575.04,4145.23,0.38,1757.66,normal,687.0,0.14,526.01
2021-03-21,1974,4774.81,3451.68,0.24,2483.09,normal,663.0,0.53,633.49
2021-04-20,1584,2028.96,2455.96,0.05,2857.71,normal,760.0,0.37,383.61
2021-05-20,1522,4676.61,3509.3,0.12,2844.99,normal,748.0,0.54,335.43
2021-06-19,1172,3641.92,3614.64,0.17,3297.79,normal,677.0,0.6,734.86
2021-07-19,1968,3587.67,1607.94,0.26,2961.3,recession,685.0,0.5,449.09
2021-08-18,1888,2812.24,3389.31,0.24,2915.28,normal,730.0,0.12,353.3
2021-09-17,1767,4316.84,2698.31,0.24,2797.43,normal,681.0,0.22,515.67
2021-10-17,1603,3457.99,3482.58,0.38,2505.38,normal,626.0,0.13,441.16
2021-11-16,1848,3699.45,1747.07,0.18,2596.34,normal,673.0,0.46,447.79
2021-12-16,1220,4908.88,3075.61,0.17,2517.83,normal,751.0,0.27,218.68
2022-01-15,1369,4738.69,3342.15,0.09,3274.18,recession,640.0,0.22,493.76
2022-02-14,1911,4117.59,1482.06,0.36,3138.21,normal,690.0,0.49,285.6
2022-03-16,1837,4250.74,4297.49,0.25,3063.59,normal,707.0,0.16,405.56
2022-04-15,1423,1239.94,3344.52,0.13,2962.44,normal,744.0,0.22,355.18
2022-05-15,1123,4691.21,2855.03,0.37,3099.22,normal,718.0,0.14,948.03
2022-06-14,1112,2724.46,2490.49,0.16,2070.64,inflation,738.0,0.54,341.72
2022-07-14,1023,3247.65,3321.05,0.28,2939.23,normal,765.0,0.18,167.87
2022-08-13,1572,3501.27,4486.83,0.1,2648.14,recession,711.0,0.5,71.92
2022-09-12,1885,5065.27,3075.08,0.14,2044.48,normal,585.0,0.5,676.05
2022-10-12,1553,3830.87,2175.19,0.17,4386.5,recession,649.0,0.46,479.31
2022-11-11,1950,6575.88,2749.9,0.06,2244.91,normal,712.0,0.53,573.89
2022-12-11,1438,4833.52,4217.3,0.19,2641.02,recession,680.0,0.59,549.17
2023-01-10,1828,3571.8,3406.58,0.28,2684.68,inflation,645.0,0.14,416.4
2023-02-09,1906,4413.76,2904.68,0.2,3752.35,normal,684.0,0.37,484.13
2023-03-11,1754,3111.42,2461.65,0.1,3154.35,normal,671.0,0.57,552.91
2023-04-10,1448,2644.59,3200.5,0.28,2069.0,normal,669.0,0.19,372.12
2023-05-10,1065,3410.52,1259.7,0.32,2546.27,normal,713.0,0.28,515.36
2023-06-09,1683,4741.9,3116.86,0.26,3120.58,inflation,630.0,0.44,222.7
2023-07-09,1160,3854.53,2141.09,0.31,2531.1,normal,677.0,0.27,313.4
2023-08-08,1734,3766.71,3621.94,0.23,2240.93,normal,700.0,0.55,508.37
2023-09-07,1203,5214.41,2166.49,0.22,2550.97,normal,770.0,0.47,572.45
2023-10-07,1670,4072.72,2032.31,0.06,2682.71,inflation,694.0,0.22,652.77
2023-11-06,1933,4019.7,2752.15,0.28,2701.8,normal,689.0,0.33,426.17
2019-01-01,1666,3258.17,2480.44,0.16,2906.09,normal,597.0,0.54,387.0
2019-01-31,1789,2768.86,1750.8,0.29,3560.72,normal,702.0,0.45,516.47
2019-03-02,1592,3396.54,2905.66,0.06,1994.39,normal,657.0,0.33,758.64
2019-04-01,1408,4391.95,4069.04,0.31,2806.62,recession,680.0,0.18,552.95
2019-05-01,1804,3979.12,4280.9,0.35,4101.56,inflation,750.0,0.27,522.42
2019-05-31,1808,4802.64,2572.23,0.32,2511.17,recession,695.0,0.6,827.88
2019-06-30,1785,4277.12,2554.34,0.07,3128.51,recession,648.0,0.37,967.68
2019-07-30,1671,4480.08,2618.86,0.08,3506.07,normal,713.0,0.38,554.22
2019-08-29,1463,4504.05,3495.71,0.33,1883.7,normal,654.0,0.12,674.75
2019-09-28,1788,2699.8,3344.48,0.36,3116.25,normal,637.0,0.22,513.32
2019-10-28,1647,3287.92,2927.23,0.2,1804.6,recession,659.0,0.49,360.71
2019-11-27,1485,2761.4,3472.7,0.11,2604.13,normal,656.0,0.28,701.48
2019-12-27,1285,5728.92,3119.95,0.36,2274.25,inflation,594.0,0.1,158.26
2020-01-26,1051,5818.42,3482.83,0.17,4052.73,normal,597.0,0.25,438.88
2020-02-25,1372,3708.57,1471.64,0.26,2363.85,normal,655.0,0.4,562.29
2020-03-26,1672,3430.78,1850.13,0.23,3549.62,inflation,695.0,0.26,630.27
2020-04-25,1280,3986.88,2654.7,0.22,3285.38,normal,689.0,0.26,564.72
2020-05-25,1524,4703.43,4581.72,0.31,3193.16,normal,680.0,0.35,630.81
2020-06-24,1831,4109.68,3691.78,0.38,2111.3,inflation,597.0,0.51,512.01
2020-07-24,1498,3713.28,2164.0,0.4,2578.97,recession,760.0,0.44,360.98
2020-08-23,1383,4367.91,3580.67,0.27,3009.42,recession,700.0,0.17,757.07
2020-09-22,1336,5846.22,3218.23,0.32,3044.42,normal,704.0,0.43,683.44
2020-10-22,1161,4616.13,4008.41,0.12,2844.64,normal,679.0,0.19,498.12
2020-11-21,1099,3147.63,2919.98,0.16,2467.59,inflation,655.0,0.3,577.77
2020-12-21,1020,3925.14,2896.9,0.38,2980.01,normal,807.0,0.39,706.45
2021-01-20,1816,5516.76,2529.83,0.21,2215.5,recession,730.0,0.56,991.52
2021-02-19,1323,4442.21,4621.18,0.24,2742.87,inflation,684.0,0.42,139.32
2021-03-21,1355,3579.27,3737.79,0.17,2366.75,normal,731.0,0.28,658.83
